query_id,domain,bm25_weight,dense_weight,fixed_mrr,adaptive_mrr,fixed_ndcg,adaptive_ndcg,fixed_precision,adaptive_precision,fixed_recall,adaptive_recall
scifact-217,scientific,0.379083,0.620917,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
arguana-test-health-ahiahbgbsp-con04a,argumentation,0.283483,0.716517,0.5,0.5,0.6309297535714575,0.6309297535714575,0.1,0.1,1.0,1.0
arguana-test-economy-fiahwpamu-con01a,argumentation,0.30615,0.69385,0.5,0.5,0.6309297535714575,0.6309297535714575,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-956,medical,0.3841,0.6159,1.0,1.0,0.4818998405251556,0.5103515512676448,0.4,0.4,0.019417475728155338,0.019417475728155338
scifact-693,scientific,0.36515,0.63485,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
arguana-test-politics-ypppgvhwmv-pro04a,argumentation,0.2704,0.7296,0.5,0.5,0.6309297535714575,0.6309297535714575,0.1,0.1,1.0,1.0
fiqa-5790,finance,0.388917,0.611083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana-test-law-ilppppghb-con02a,argumentation,0.3126,0.6874,0.25,0.25,0.43067655807339306,0.43067655807339306,0.1,0.1,1.0,1.0
fiqa-10267,finance,0.360517,0.639483,0.0,0.1,0.0,0.09803928583135704,0.0,0.1,0.0,0.2
scifact-1395,scientific,0.3872,0.6128,0.25,0.3333333333333333,0.43067655807339306,0.5,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-33,medical,0.397333,0.602667,0.1,0.1,0.06643871027537931,0.06643871027537931,0.1,0.1,0.03125,0.03125
scifact-439,scientific,0.3839,0.6161,0.3333333333333333,1.0,0.5,1.0,0.1,0.1,1.0,1.0
arguana-test-philosophy-elhbrd-pro01a,argumentation,0.320183,0.679817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiqa-8005,finance,0.38585,0.61415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-2940,medical,0.3804,0.6196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scifact-598,scientific,0.391,0.609,0.2,0.2,0.38685280723454163,0.38685280723454163,0.1,0.1,1.0,1.0
fiqa-3830,finance,0.384217,0.615783,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-3362,medical,0.390667,0.609333,0.5,0.3333333333333333,0.48423308766551276,0.39812015378321947,0.3,0.3,0.2727272727272727,0.2727272727272727
nfcorpus-PLAIN-1995,medical,0.416967,0.583033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scifact-1363,scientific,0.3871,0.6129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana-test-digital-freedoms-phwnaccpdt-pro02a,argumentation,0.3007,0.6993,0.125,0.14285714285714285,0.31546487678572877,0.3333333333333333,0.1,0.1,1.0,1.0
scifact-475,scientific,0.406733,0.593267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-2820,medical,0.378483,0.621517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiqa-3490,finance,0.404333,0.595667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiqa-3566,finance,0.400733,0.599267,1.0,1.0,0.6508205185601091,0.6713860725233041,0.2,0.2,0.6666666666666666,0.6666666666666666
nfcorpus-PLAIN-2710,medical,0.375017,0.624983,1.0,1.0,0.6812883174747976,0.6906119546391791,0.5,0.5,0.23809523809523808,0.23809523809523808
nfcorpus-PLAIN-771,medical,0.325217,0.674783,1.0,1.0,0.86034433104172,0.6508205185601091,0.3,0.2,1.0,0.6666666666666666
fiqa-8017,finance,0.394583,0.605417,0.1111111111111111,0.14285714285714285,0.3010299956639812,0.3333333333333333,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-332,medical,0.367067,0.632933,1.0,1.0,0.6131471927654584,0.6131471927654584,0.1,0.1,0.5,0.5
fiqa-5549,finance,0.399467,0.600533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scifact-1274,scientific,0.3878,0.6122,0.5,0.5,0.7328286204777911,0.7328286204777911,0.3,0.3,1.0,1.0
scifact-903,scientific,0.328317,0.671683,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
fiqa-1085,finance,0.41555,0.58445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiqa-8351,finance,0.405333,0.594667,0.5,0.25,0.38685280723454163,0.2640681225725909,0.1,0.1,0.5,0.5
nfcorpus-PLAIN-1837,medical,0.3817,0.6183,1.0,1.0,1.0,1.0,1.0,1.0,0.05102040816326531,0.05102040816326531
scifact-847,scientific,0.372233,0.627767,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
fiqa-7590,finance,0.370683,0.629317,0.3333333333333333,0.5,0.3065735963827292,0.5912352048230277,0.1,0.2,0.5,1.0
nfcorpus-PLAIN-227,medical,0.381683,0.618317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scifact-233,scientific,0.376917,0.623083,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
scifact-873,scientific,0.383467,0.616533,0.0,0.16666666666666666,0.0,0.1208113026994942,0.0,0.1,0.0,0.2
nfcorpus-PLAIN-418,medical,0.3734,0.6266,1.0,1.0,0.7958830702855284,0.8344475896326595,0.2,0.2,0.6666666666666666,0.6666666666666666
scifact-507,scientific,0.366367,0.633633,0.5,0.5,0.6309297535714575,0.6309297535714575,0.1,0.1,1.0,1.0
fiqa-849,finance,0.383317,0.616683,0.0,0.125,0.0,0.31546487678572877,0.0,0.1,0.0,1.0
arguana-test-international-gsciidffe-pro03a,argumentation,0.315,0.685,0.25,0.2,0.43067655807339306,0.38685280723454163,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-2124,medical,0.3,0.7,1.0,1.0,0.3589542101716347,0.3589542101716347,0.2,0.2,0.11764705882352941,0.11764705882352941
nfcorpus-PLAIN-3382,medical,0.379067,0.620933,1.0,1.0,0.4164610904476303,0.5423512125969939,0.5,0.6,0.35714285714285715,0.42857142857142855
arguana-test-free-speech-debate-ldhwprhs-pro02a,argumentation,0.302983,0.697017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana-test-law-cpilhbishioe-pro03a,argumentation,0.294383,0.705617,0.3333333333333333,0.5,0.5,0.6309297535714575,0.1,0.1,1.0,1.0
arguana-test-international-glilpdwhsn-pro02a,argumentation,0.321167,0.678833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-1453,medical,0.385483,0.614517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana-test-international-epdlhfcefp-pro02a,argumentation,0.303,0.697,0.125,0.125,0.31546487678572877,0.31546487678572877,0.1,0.1,1.0,1.0
scifact-641,scientific,0.351833,0.648167,1.0,1.0,0.6131471927654584,0.6131471927654584,0.1,0.1,0.5,0.5
scifact-1196,scientific,0.382483,0.617517,0.1,0.2,0.2890648263178879,0.38685280723454163,0.1,0.1,1.0,1.0
scifact-820,scientific,0.378433,0.621567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiqa-4942,finance,0.3726,0.6274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiqa-9332,finance,0.388033,0.611967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-1752,medical,0.405233,0.594767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana-test-science-ascidfakhba-pro01a,argumentation,0.368083,0.631917,0.1,0.1,0.2890648263178879,0.2890648263178879,0.1,0.1,1.0,1.0
scifact-478,scientific,0.36145,0.63855,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-1962,medical,0.2779,0.7221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana-test-environment-aiahwagit-pro03a,argumentation,0.2819,0.7181,0.5,0.5,0.6309297535714575,0.6309297535714575,0.1,0.1,1.0,1.0
fiqa-1871,finance,0.3923,0.6077,1.0,1.0,0.6366824387328317,0.6366824387328317,0.2,0.2,0.5,0.5
scifact-1370,scientific,0.390933,0.609067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana-test-politics-oapdhwinkp-pro01a,argumentation,0.301933,0.698067,0.0,0.1,0.0,0.2890648263178879,0.0,0.1,0.0,1.0
scifact-781,scientific,0.376933,0.623067,0.5,0.5,0.6309297535714575,0.6309297535714575,0.1,0.1,1.0,1.0
scifact-72,scientific,0.435217,0.564783,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-2009,medical,0.299817,0.700183,0.3333333333333333,0.3333333333333333,0.12647135138382856,0.12647135138382856,0.1,0.1,0.125,0.125
scifact-183,scientific,0.377317,0.622683,0.5,1.0,0.6309297535714575,1.0,0.1,0.1,1.0,1.0
scifact-269,scientific,0.3579,0.6421,0.14285714285714285,0.16666666666666666,0.3333333333333333,0.3562071871080222,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-1679,medical,0.293517,0.706483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiqa-1469,finance,0.3916,0.6084,1.0,0.5,1.0,0.6309297535714575,0.1,0.1,1.0,1.0
fiqa-8834,finance,0.404067,0.595933,0.5,1.0,0.28201326940239274,0.5107574098602351,0.2,0.3,0.3333333333333333,0.5
nfcorpus-PLAIN-561,medical,0.335617,0.664383,1.0,1.0,0.30523488393970116,0.30523488393970116,0.2,0.2,0.08,0.08
arguana-test-culture-mmctghwbsa-pro02a,argumentation,0.300117,0.699883,0.2,0.25,0.38685280723454163,0.43067655807339306,0.1,0.1,1.0,1.0
fiqa-34,finance,0.390883,0.609117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana-test-politics-oglilpdwhsn-pro02a,argumentation,0.321167,0.678833,0.0,0.1,0.0,0.2890648263178879,0.0,0.1,0.0,1.0
arguana-test-culture-mmctyshwbcp-pro05a,argumentation,0.2795,0.7205,0.3333333333333333,0.3333333333333333,0.5,0.5,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-3422,medical,0.38315,0.61685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana-test-international-bldimehbn-pro02a,argumentation,0.335867,0.664133,0.5,0.5,0.6309297535714575,0.6309297535714575,0.1,0.1,1.0,1.0
fiqa-2516,finance,0.336183,0.663817,1.0,1.0,0.3903800499921017,0.5294362295028773,0.1,0.2,0.25,0.5
fiqa-5155,finance,0.392183,0.607817,1.0,0.2,1.0,0.38685280723454163,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-1547,medical,0.361133,0.638867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiqa-9808,finance,0.379983,0.620017,0.2,0.1,0.18154179253735267,0.13565197343244778,0.1,0.1,0.3333333333333333,0.3333333333333333
fiqa-8475,finance,0.373133,0.626867,1.0,1.0,0.3932591258696538,0.6193865136400613,0.2,0.4,0.2857142857142857,0.5714285714285714
arguana-test-politics-ypppgvhwmv-pro03a,argumentation,0.3022,0.6978,0.5,0.5,0.6309297535714575,0.6309297535714575,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-2,medical,0.38935,0.61065,1.0,1.0,0.7050700804730476,0.7050700804730476,0.6,0.6,0.25,0.25
arguana-test-politics-oepdlhfcefp-con01a,argumentation,0.30135,0.69865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scifact-129,scientific,0.349667,0.650333,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
fiqa-5255,finance,0.403117,0.596883,1.0,1.0,0.7669719408901708,0.8278123145308894,0.3,0.3,1.0,1.0
fiqa-5356,finance,0.389717,0.610283,0.16666666666666666,0.25,0.1208113026994942,0.14606834984270645,0.1,0.1,0.2,0.2
scifact-312,scientific,0.3787,0.6213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-1398,medical,0.322467,0.677533,1.0,1.0,0.8318477135310893,0.7702043899253147,0.8,0.7,0.07766990291262135,0.06796116504854369
scifact-536,scientific,0.37795,0.62205,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
nfcorpus-PLAIN-2840,medical,0.339867,0.660133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiqa-6959,finance,0.371717,0.628283,1.0,1.0,0.6131471927654584,0.6131471927654584,0.1,0.1,0.5,0.5
fiqa-6907,finance,0.389533,0.610467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiqa-2885,finance,0.40745,0.59255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiqa-3125,finance,0.38835,0.61165,0.2,0.25,0.38685280723454163,0.43067655807339306,0.1,0.1,1.0,1.0
fiqa-9164,finance,0.371583,0.628417,0.3333333333333333,0.3333333333333333,0.23463936301137822,0.23463936301137822,0.1,0.1,0.3333333333333333,0.3333333333333333
fiqa-42,finance,0.389483,0.610517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scifact-1319,scientific,0.394,0.606,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
arguana-test-science-dssghsdmd-pro03a,argumentation,0.29945,0.70055,0.3333333333333333,0.3333333333333333,0.5,0.5,0.1,0.1,1.0,1.0
scifact-362,scientific,0.378117,0.621883,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
scifact-1339,scientific,0.340233,0.659767,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
arguana-test-international-aegmeppghw-con03a,argumentation,0.301417,0.698583,0.5,0.5,0.6309297535714575,0.6309297535714575,0.1,0.1,1.0,1.0
arguana-test-international-epvhwhranet-pro02a,argumentation,0.309333,0.690667,0.5,0.5,0.6309297535714575,0.6309297535714575,0.1,0.1,1.0,1.0
fiqa-4846,finance,0.366633,0.633367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nfcorpus-PLAIN-1897,medical,0.376483,0.623517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scifact-744,scientific,0.378383,0.621617,0.3333333333333333,0.3333333333333333,0.5,0.5,0.1,0.1,1.0,1.0
fiqa-10809,finance,0.393283,0.606717,1.0,1.0,0.46927872602275644,0.46927872602275644,0.1,0.1,0.3333333333333333,0.3333333333333333
nfcorpus-PLAIN-1656,medical,0.436233,0.563767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arguana-test-science-cpisydfphwj-pro03a,argumentation,0.319967,0.680033,0.5,0.5,0.6309297535714575,0.6309297535714575,0.1,0.1,1.0,1.0
arguana-test-politics-oeplhbuwhmi-pro02a,argumentation,0.313217,0.686783,0.125,0.0,0.31546487678572877,0.0,0.1,0.0,1.0,0.0
arguana-test-culture-cgeeghwmeo-pro01a,argumentation,0.293,0.707,0.3333333333333333,0.3333333333333333,0.5,0.5,0.1,0.1,1.0,1.0
fiqa-2486,finance,0.385617,0.614383,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
arguana-test-free-speech-debate-fchbjaj-con03a,argumentation,0.321167,0.678833,0.25,0.25,0.43067655807339306,0.43067655807339306,0.1,0.1,1.0,1.0
arguana-test-international-aglhrilhb-pro04a,argumentation,0.298267,0.701733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fiqa-5853,finance,0.407033,0.592967,1.0,1.0,0.2529427027676571,0.2529427027676571,0.1,0.1,0.125,0.125
fiqa-2695,finance,0.369533,0.630467,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
arguana-test-politics-oapdhwinkp-pro03a,argumentation,0.30235,0.69765,0.5,0.5,0.6309297535714575,0.6309297535714575,0.1,0.1,1.0,1.0
scifact-1062,scientific,0.337617,0.662383,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
arguana-test-politics-lghwdecm-con02a,argumentation,0.26725,0.73275,0.25,0.3333333333333333,0.43067655807339306,0.5,0.1,0.1,1.0,1.0
scifact-533,scientific,0.381767,0.618233,1.0,1.0,1.0,1.0,0.1,0.1,1.0,1.0
arguana-test-international-aghbfcpspr-pro03a,argumentation,0.31345,0.68655,0.3333333333333333,0.3333333333333333,0.5,0.5,0.1,0.1,1.0,1.0
fiqa-1306,finance,0.3663,0.6337,0.2,0.25,0.2638647595767405,0.28097267762005274,0.2,0.2,0.5,0.5
