query,source_document,model,predicted_bm25_weight,predicted_dense_weight,preferred_retriever,best_baseline,bm25_mrr,dense_mrr,v3_mrr,bm25_ndcg,dense_ndcg,v3_ndcg,v3_rank,best_baseline_mrr,v3_mrr_gain,bm25_top_score,bm25_mean_score,bm25_score_gap,dense_top_similarity,dense_mean_similarity,dense_similarity_gap,overlap_ratio,rank_agreement,bm25_result_count,dense_result_count,failure_severity,retriever_winner,v3_status,query_type,signal_type,failure_amount,strong_bm25_signal,strong_dense_signal,analysis_overlap_ratio,analysis_rank_agreement
backlog prioritized sprint,"items added from stakeholder feedback. •​ Product Backlog re-prioritized for Sprint 3. Q46. Explain 3 ways teams work during Sprint: i) Preparation & Planning ii) Execution & Collaboration iii) Review & Adaptation i) Preparation and Planning: Before and at the start of the sprint, the team focuses on ensuring they are ready to execute effectively. •​ Backlog Refinement: Product Owner and team refine and estimate top backlog items so they are sprint-ready. •​ Sprint Planning: Team selects items, ",Extra Trees,0.210373,0.789627,Dense,Dense,0.1111111111111111,0.2,0.2,0.3010299956639812,0.3868528072345416,0.3868528072345416,5,0.2,0.0,4.437255353089796,2.863029513242781,0.0294165370882044,0.6202419263578205,0.5684400236760385,0.0288218522248662,0.1764705882352941,0.8666666666666667,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.1764705882352941,0.8666666666666667
app restaurant,"ry) Should Have (S) – Important but Not Critical at Launch: •​ User Reviews and Ratings for Restaurants •​ Coupon and Promo Code System •​ Order History and Re-order Functionality •​ Multiple Delivery Addresses Could Have (C) – Nice-to-Have: •​ AI-based Personalized Food Recommendations •​ Loyalty Points / Reward Program •​ Live Chat with Delivery Partner •​ Dietary Filter (Vegan, Gluten-Free, etc.) Won't Have (W) – Out of Scope for Now: •​ In-app Restaurant Reservation System •​ AR/VR Menu Visu",Extra Trees,0.016692,0.983308,Dense,Dense,0.1666666666666666,1.0,1.0,0.3562071871080222,1.0,1.0,1,1.0,0.0,8.94052779165088,3.470425095953094,2.869903132149377,0.5054058175416006,0.4451710062164095,0.0069763092784486,0.3333333333333333,0.64,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.3333333333333333,0.64
spike spike,"k-In-Progress (WIP) limits are set for each column to prevent overloading. •​ Lead Time: Time from card creation to completion — tracks delivery speed. •​ Cycle Time: Time from when work starts to when it's done — tracks team efficiency. •​ Cumulative Flow Diagram: Shows how many items are in each stage over time, revealing bottlenecks. Q21. Explain Spike for New Technology with example (complex requirement, proof of concept) What is a Spike? A Spike is a special type of user story or task in Ag",Extra Trees,0.134768,0.865232,Dense,Dense,0.5,1.0,1.0,0.6309297535714575,1.0,1.0,1,1.0,0.0,10.882341117939667,2.958255317124316,0.0863424067541505,0.5133664967635255,0.4349684664541497,0.0199613131260506,0.1764705882352941,0.8,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.1764705882352941,0.8
backlog product backlog,"is a Product Backlog? The Product Backlog is an ordered list of everything that is known to be needed in the product. It is the single source of work undertaken by the Scrum Team. It is owned and managed by the Product Owner. The Product Backlog is never complete — it evolves as the product and the environment in which it will be used evolves. Key Characteristics (DEEP): 1. Detailed Appropriately (D): Items at the top of the backlog (to be worked on soon) are more detailed, refined, and estimate",Extra Trees,0.025071,0.974929,Dense,Dense,0.3333333333333333,1.0,1.0,0.5,1.0,1.0,1,1.0,0.0,3.53568017560596,3.277409200617761,0.0309861961356552,0.6818798939122834,0.5370102109503672,0.1452306481031603,0.6666666666666666,0.6625,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Strong-Dense,0.0,False,True,0.6666666666666666,0.6625
responsible delivering sprint,"minate these handoffs. •​ Faster Delivery: Everything needed to build and test a feature exists within the team, enabling faster sprint completion. •​ Better Problem Solving: Diverse perspectives lead to more creative and robust solutions. •​ Reduced Risk: If one team member is unavailable, others with overlapping skills can step in. •​ Accountability: The team, not individuals, is responsible for delivering the Sprint Goal, fostering collective accountability. Example: For a Sprint Goal of 'Ena",Extra Trees,0.143731,0.856269,Dense,Dense,0.5,1.0,1.0,0.6309297535714575,1.0,1.0,1,1.0,0.0,6.239785577049028,3.6873371643775856,0.1828422489861774,0.5690076443837885,0.5289703399880958,0.0233712451382835,0.1111111111111111,0.9,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.1111111111111111,0.9
sprint sprint goal,"ixed and does not change during the sprint. •​ Sprint Goal: A single objective that gives the team a unified purpose for the Sprint. •​ No changes: During a Sprint, no changes are made that endanger the Sprint Goal. •​ Quality standards: Quality does not decrease during a Sprint. •​ Sprint Backlog: The set of Product Backlog items selected for the Sprint plus the plan for delivering them. Events Within a Sprint: 1.​ Sprint Planning – Define what to do and how to do it. 2.​ Daily Scrum – 15-minut",Extra Trees,0.149885,0.850115,Dense,Dense,0.0,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5,3,0.3333333333333333,0.0,3.3474516841348545,2.6426435698591115,0.1124903070033713,0.5970827418902228,0.5512575309320378,0.0142953847358975,0.1111111111111111,0.85,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.1111111111111111,0.85
salary module tax,"are defined by law or HR policy — they do not change frequently. The incremental model is ideal when requirements are stable. •​ Modular Delivery: The system can be broken into independent modules (Salary, Tax, Reports), each delivered as a separate increment. Each module is fully functional and tested before the next begins. •​ Early Usability: HR can start using the Salary module even while the Tax module is being developed, providing immediate value. •​ Reduced Integration Risk: Since modules",Extra Trees,0.053261,0.946739,Dense,Dense,0.3333333333333333,1.0,1.0,0.5,1.0,1.0,1,1.0,0.0,18.221961323479015,4.9815926634280006,4.075882903017261,0.5054531568573252,0.4018922634794635,0.01167186033507,0.1764705882352941,0.8666666666666667,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.1764705882352941,0.8666666666666667
team self organizing,"rity Skeptical, need proof before adopting Provide data, pair with early adopters Laggards Strongly resist change Coach heavily or reassign roles Understanding these personality types allows the Scrum Master to tailor coaching strategies for each team member during Agile adoption. Q15. Describe Autonomy and Decision Making in Self-Organization in Team What is a Self-Organizing Team? A self-organizing team in Scrum is one that chooses how best to accomplish their work, rather than being directed ",Extra Trees,0.07835,0.92165,Dense,Dense,0.0,0.5,0.5,0.0,0.6309297535714575,0.6309297535714575,2,0.5,0.0,6.869269682986358,2.546561738685994,4.714114337623627,0.60307703721991,0.5166671716314262,0.010763952540247,0.1764705882352941,0.6333333333333333,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.1764705882352941,0.6333333333333333
sprints q36 burndown,"t Completed Analysis: •​ Days 1 & 2: Team was significantly behind schedule (only 5 hrs/day vs ideal 10 hrs/day). •​ Day 2 was the worst point — behind by 10 hours (actual remaining: 30, ideal: 20). •​ Days 3 & 4: Team accelerated (15 hrs/day) and caught up. •​ Sprint completed on time with 0 remaining work. •​ Pattern: Initially behind, recovered at the end — indicates slow start and sprint crunch at end. While sprint was completed, this is a warning sign for future sprints. Q36. Burndown: 72 h",Extra Trees,0.065667,0.934333,Dense,Dense,0.0,1.0,1.0,0.0,1.0,1.0,1,1.0,0.0,3.3921120026839926,2.893035115346967,0.0417490708022647,0.6065420376267415,0.5163759760446712,0.0547345715839904,0.25,0.65,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Strong-Dense,0.0,False,True,0.25,0.65
cross functional collaboration,"eveloper with testing knowledge can step in. •​ Cross-Functional Collaboration: Team members understand each other's work deeply enough to collaborate effectively and give meaningful feedback. •​ Reduced Bottlenecks: In traditional teams, work piles up waiting for a specialist. T-shaped teams reduce these bottlenecks because multiple people can handle adjacent tasks. •​ Better Estimation: Members with broad knowledge can more accurately estimate work across different areas. •​ Knowledge Sharing:",Extra Trees,0.139788,0.860212,Dense,Dense,0.0,0.5,0.5,0.0,0.6309297535714575,0.6309297535714575,2,0.5,0.0,4.454967164890562,2.863592570493011,0.2529102469555191,0.5533086769998213,0.4801474488656388,0.0208038952465259,0.0526315789473684,0.9,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.0526315789473684,0.9
org scrum org,"ycle. The act of one sprint feeds directly into the plan of the next. Over many sprints, this cycle drives continuous improvement in both the product and the team's process — which is the essence of Agile. Q53. Elaborate scrum.org for Assessment and Certification of Different Roles What is Scrum.org? Scrum.org is the organization founded by Ken Schwaber (co-creator of Scrum) that provides education, training, and professional certifications for Scrum practitioners worldwide. It maintains the off",Extra Trees,0.116799,0.883201,Dense,Dense,0.0,1.0,1.0,0.0,1.0,1.0,1,1.0,0.0,1.2971929921643366,1.1558270942518394,0.0822665344837481,0.5790591212890104,0.557795298367762,0.0087952349626182,0.1764705882352941,0.5666666666666667,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.1764705882352941,0.5666666666666667
scope app restaurant,"ry) Should Have (S) – Important but Not Critical at Launch: •​ User Reviews and Ratings for Restaurants •​ Coupon and Promo Code System •​ Order History and Re-order Functionality •​ Multiple Delivery Addresses Could Have (C) – Nice-to-Have: •​ AI-based Personalized Food Recommendations •​ Loyalty Points / Reward Program •​ Live Chat with Delivery Partner •​ Dietary Filter (Vegan, Gluten-Free, etc.) Won't Have (W) – Out of Scope for Now: •​ In-app Restaurant Reservation System •​ AR/VR Menu Visu",Extra Trees,0.034254,0.965746,Dense,Dense,0.5,1.0,1.0,0.6309297535714575,1.0,1.0,1,1.0,0.0,8.94052779165088,4.858242196119244,2.250812810834411,0.5175247600189894,0.4334432507878173,0.0320824035095276,0.3333333333333333,0.7,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.3333333333333333,0.7
sprint agile definition," Difficult Welcomed Team collaboration Moderate High Q3. Define Sprint in Agile Definition of Sprint: A Sprint (also called an Iteration) is a fixed-length, time-boxed period during which a Scrum team works to complete a set of pre-selected Product Backlog Items (PBIs) and deliver a potentially shippable product Increment. Sprints are the heartbeat of Scrum, where ideas are turned into value. Key Properties of a Sprint: •​ Duration: Usually 1 to 4 weeks (most commonly 2 weeks). The duration is f",Extra Trees,0.142985,0.857015,Dense,Dense,0.5,1.0,1.0,0.6309297535714575,1.0,1.0,1,1.0,0.0,4.712874475930866,3.4789560432960167,0.4144997581355927,0.699736583452596,0.5817495227646368,0.0792169892184385,0.1111111111111111,0.55,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Strong-Dense,0.0,False,True,0.1111111111111111,0.55
scrum team po,"oduct resulting from the work of the Scrum Team. The PO is the sole person responsible for managing the Product Backlog. Key Responsibilities: •​ Developing and explicitly communicating the Product Goal. •​ Creating and clearly communicating Product Backlog items (User Stories). •​ Ordering (prioritizing) the Product Backlog to best achieve goals. •​ Ensuring the Product Backlog is transparent, visible, and understood. •​ Acting as the voice of the customer and stakeholders. •​ Accepting or reje",Extra Trees,0.306852,0.693148,Dense,Dense,0.1428571428571428,1.0,1.0,0.3333333333333333,1.0,1.0,1,1.0,0.0,5.234855112732583,4.074659529588404,0.188882291857638,0.5596145237195351,0.5339034193917115,0.0020729311271493,0.4285714285714285,0.6333333333333333,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.4285714285714285,0.6333333333333333
silos importance agile,"•​ Self-sufficient: Can complete work end-to-end without external dependencies. •​ Diverse skills: Members have different areas of expertise (frontend, backend, QA, DevOps, UX). •​ Shared ownership: The entire team owns the Sprint Goal and the product quality. •​ Collaborative: Members work together, not in silos. Importance in Agile: •​ Eliminates Handoffs: In traditional teams, work passes from one specialist to another (developer → tester → DevOps), creating delays. Cross-functional teams eli",Extra Trees,0.025804,0.974196,Dense,Dense,0.5,1.0,1.0,0.6309297535714575,1.0,1.0,1,1.0,0.0,5.832574949916899,3.1716505897652376,2.031204400891584,0.5347131178511088,0.4649606315085511,0.0597433108997715,0.1111111111111111,0.6,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Strong-Dense,0.0,False,True,0.1111111111111111,0.6
innovation planning ip,"one Innovation & Planning (IP) Iteration. PI Planning: •​ PI Planning is a 2-day, face-to-face (or virtual) event held at the start of every PI. •​ All members of the ART (all teams) attend. •​ Business owners present priorities and vision. •​ Teams plan their iterations for the upcoming PI, identify cross-team dependencies, and commit to PI Objectives. PI Objectives: •​ Each team defines 4–5 PI Objectives — business-value-oriented goals for the PI. •​ Business value is scored by business owners",Extra Trees,0.050632,0.949368,Dense,Dense,0.5,1.0,1.0,0.6309297535714575,1.0,1.0,1,1.0,0.0,12.204534295576766,4.219071567012411,5.425941939920872,0.604675203276485,0.4465394828406387,0.0974802746646805,0.1764705882352941,0.8666666666666667,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Strong-Dense,0.0,False,True,0.1764705882352941,0.8666666666666667
innovation planning,"one Innovation & Planning (IP) Iteration. PI Planning: •​ PI Planning is a 2-day, face-to-face (or virtual) event held at the start of every PI. •​ All members of the ART (all teams) attend. •​ Business owners present priorities and vision. •​ Teams plan their iterations for the upcoming PI, identify cross-team dependencies, and commit to PI Objectives. PI Objectives: •​ Each team defines 4–5 PI Objectives — business-value-oriented goals for the PI. •​ Business value is scored by business owners",Extra Trees,0.043469,0.956531,Dense,Dense,0.5,1.0,1.0,0.6309297535714575,1.0,1.0,1,1.0,0.0,7.408093020959503,3.7394274395506857,0.6295006653036097,0.5877262123006356,0.4662268745706789,0.0885235813102067,0.1764705882352941,0.8666666666666667,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Strong-Dense,0.0,False,True,0.1764705882352941,0.8666666666666667
resolution scrum master," 15-minute sync each day to coordinate work, surface blockers, and realign on the Sprint Goal. •​ Pair Programming and Code Reviews: Developers collaborate on code to improve quality and share knowledge. •​ Continuous Integration: Code is integrated and tested frequently (multiple times a day) to detect issues early. •​ Impediment Resolution: Scrum Master actively removes blockers so the team maintains flow. •​ Collaboration Tools: Teams use Jira, Azure DevOps, or similar tools to track task pro",Extra Trees,0.109121,0.890879,Dense,Dense,0.0,0.2,0.2,0.0,0.3868528072345416,0.3868528072345416,5,0.2,0.0,5.112305776222563,3.650311189977793,0.4742343649984653,0.5641611278853786,0.5168709730766428,0.0371989595567886,0.1111111111111111,1.0,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.1111111111111111,1.0
meeting sprint goal,"? •​ What will I do today to help the team meet the Sprint Goal? •​ Do I see any impediments preventing me or the team from meeting the Sprint Goal? Benefits: Improves communication, identifies impediments early, promotes quick decision-making, and eliminates the need for other meetings. iv) Sprint Retrospective: The Sprint Retrospective is the last event of the Sprint (before the next Sprint Planning). It is time-boxed to 3 hours for a one-month Sprint. Its purpose is to plan ways to increase q",Extra Trees,0.213587,0.786413,Dense,Dense,0.1,1.0,1.0,0.2890648263178879,1.0,1.0,1,1.0,0.0,3.3143005359649504,3.070492458758118,0.1278364970349748,0.6343091380361335,0.5641343561286973,0.0250719177634549,0.1764705882352941,0.6333333333333333,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.1764705882352941,0.6333333333333333
definition agile scrum,"AGILE SCRUM METHODOLOGY Comprehensive Examination Answer Book All 54 Questions – Detailed Answers UNIT 1: Introduction to Agile & Scrum Q1. Define Agile Scrum Definition: Agile Scrum is an iterative and incremental project management framework used primarily in software development. It is a subset of the Agile methodology that provides a structured yet flexible approach to delivering complex products. Scrum organizes work into fixed-length cycles called Sprints (typically 1–4 weeks), during whic",Extra Trees,0.034931,0.965069,Dense,Dense,0.1666666666666666,1.0,1.0,0.3562071871080222,1.0,1.0,1,1.0,0.0,4.874024572880418,3.9903204377958894,0.1611500969495525,0.7422017835617583,0.5922164607570177,0.1035163143465953,0.25,0.7,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Strong-Dense,0.0,False,True,0.25,0.7
backlog items," (P): Items are ordered by the Product Owner based on value, risk, and dependencies. Higher-priority items are at the top and worked on first. Additional Characteristics: •​ Single Source of Truth: All work for the product comes from the Product Backlog. •​ Transparent: The entire Scrum Team and stakeholders can see the backlog. •​ Refined Continuously (Backlog Grooming): The team regularly reviews, updates, and estimates backlog items to keep it ready for Sprint Planning. Q18. Justify the state",Extra Trees,0.266873,0.733127,Dense,Dense,0.2,0.25,0.25,0.3868528072345416,0.430676558073393,0.430676558073393,4,0.25,0.0,3.9771105485652,3.474822581147252,0.0808226385350279,0.6052705517678781,0.5197597550866128,0.0378688720275571,0.5384615384615384,0.7142857142857143,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.5384615384615384,0.7142857142857143
salary module,"are defined by law or HR policy — they do not change frequently. The incremental model is ideal when requirements are stable. •​ Modular Delivery: The system can be broken into independent modules (Salary, Tax, Reports), each delivered as a separate increment. Each module is fully functional and tested before the next begins. •​ Early Usability: HR can start using the Salary module even while the Tax module is being developed, providing immediate value. •​ Reduced Integration Risk: Since modules",Extra Trees,0.052236,0.947764,Dense,Dense,0.3333333333333333,1.0,1.0,0.5,1.0,1.0,1,1.0,0.0,12.482423186599732,3.621546532942344,2.334906326234222,0.5535310085880168,0.4228962844994048,0.0240697752423042,0.1764705882352941,0.8666666666666667,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.1764705882352941,0.8666666666666667
scrum roles,ts of Scrum. 3 Roles: 8.​ Product Owner (PO): Maximizes value; manages the Product Backlog; prioritizes features; represents stakeholders. 9.​ Scrum Master (SM): Facilitates Scrum; removes impediments; coaches the team; ensures Scrum values are upheld. 10.​ Developers: Cross-functional team that builds the product; self-organizing; responsible for delivering the Sprint Increment. 5 Events: 11.​ Sprint: The main container event (1–4 weeks). 12.​ Sprint Planning: Defines the Sprint Goal and select,Extra Trees,0.272355,0.727645,Dense,Dense,0.0,0.5,0.5,0.0,0.6309297535714575,0.6309297535714575,2,0.5,0.0,4.890957093929758,2.191027991764196,0.3165926937067445,0.6006760696305533,0.5715480088245377,0.0024246799094331,0.1764705882352941,0.6333333333333333,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.1764705882352941,0.6333333333333333
team inertia scrum,This inertia manifests as: •​ Reluctance to attend Daily Scrums ('we're too busy for meetings'). •​ Clinging to old reporting structures and hierarchical decision-making. •​ Resistance to cross-functional collaboration ('that's not my job'). •​ Fear of transparency and public accountability. Overcoming Team Inertia: •​ The Scrum Master must coach and guide the team patiently. •​ Leadership must demonstrate commitment to Agile values. •​ Small early wins in sprints help build confidence and buy-i,Extra Trees,0.164717,0.835283,Dense,Dense,0.5,1.0,1.0,0.6309297535714575,1.0,1.0,1,1.0,0.0,8.28534818111645,3.761244714027755,1.681184842070973,0.6417218072905574,0.5204132719834462,0.0404736699280736,0.25,0.775,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.25,0.775
