query,source_document,model,predicted_bm25_weight,predicted_dense_weight,preferred_retriever,best_baseline,bm25_mrr,dense_mrr,v3_mrr,bm25_ndcg,dense_ndcg,v3_ndcg,v3_rank,best_baseline_mrr,v3_mrr_gain,bm25_top_score,bm25_mean_score,bm25_score_gap,dense_top_similarity,dense_mean_similarity,dense_similarity_gap,overlap_ratio,rank_agreement,bm25_result_count,dense_result_count,failure_severity,retriever_winner,v3_status,query_type,signal_type,failure_amount,strong_bm25_signal,strong_dense_signal,analysis_overlap_ratio,analysis_rank_agreement
decisions sole backlog,"s on the most valuable features first, maximizing the return on investment. •​ Commanding Decisions (Sole Backlog Authority): The captain makes final call on direction. The PO has sole authority over the Product Backlog — no one overrides their ordering decisions. •​ Communication with the Crew (Team Alignment): The captain communicates the mission clearly. The PO communicates user stories, acceptance criteria, and the Sprint Goal so the team understands the 'why' behind each feature. •​ Respond",Extra Trees,0.106918,0.893082,BM25,BM25,1.0,0.3333333333333333,0.5,1.0,0.5,0.6309297535714575,2,1.0,-0.5,8.712940717728218,3.944119773733607,2.83020674087565,0.538465338019936,0.5071721997046615,0.0155417437256237,0.1764705882352941,0.6666666666666666,10.0,10.0,0.5,BM25,Worse,BM25-win-underweighted,Strong-BM25,0.5,True,False,0.1764705882352941,0.6666666666666666
product management uses,"nagement involves strategically managing a product from its inception to its retirement. The Product Life Cycle consists of four stages: Introduction, Growth, Maturity, and Decline. Agile product management uses Scrum to adapt the backlog and strategy at each stage. 1. Introduction Stage: The product is launched. Focus is on building core features, acquiring early adopters, and gathering feedback. Sprints focus on MVP (Minimum Viable Product) features. 2. Growth Stage: Sales and users increase r",Extra Trees,0.051548,0.948452,BM25,BM25,1.0,0.5,0.5,1.0,0.6309297535714575,0.6309297535714575,2,1.0,-0.5,6.893232426506777,3.824335001191735,3.048882646313074,0.5454247605218858,0.479079600242744,0.0121159418494449,0.1764705882352941,0.6333333333333333,10.0,10.0,0.5,BM25,Worse,BM25-win-underweighted,Strong-BM25,0.5,True,False,0.1764705882352941,0.6333333333333333
sizing assigns,"nsensus. 2. T-Shirt Size: As described in Q24, T-Shirt sizing assigns relative size labels (XS/S/M/L/XL/XXL) to user stories. Mapping Example: T-Shirt Size Story Points Approx. Effort XS 1 < 1 day S 2 1 day M 5 2–3 days L 8 3–5 days XL 13 1 week XXL 21+ Needs breakdown 3. Three-Point Method (PERT-based): The Three-Point Method estimates effort using three values to account for uncertainty: •​ Optimistic (O): Best-case effort if everything goes well. •​ Pessimistic (P): Worst-case effort if thing",Extra Trees,0.02982,0.97018,BM25,BM25,1.0,0.5,0.5,1.0,0.6309297535714575,0.6309297535714575,2,1.0,-0.5,8.263379244035175,1.6764290215559292,3.9885166340460696,0.504612845538574,0.4238352422763814,0.0020692474398339,0.1764705882352941,0.9333333333333332,10.0,10.0,0.5,BM25,Worse,BM25-win-underweighted,Strong-BM25,0.5,True,False,0.1764705882352941,0.9333333333333332
moscow categorizes requirements,Risk Reduction / Opportunity Enablement: Does this unlock other work or reduce risk? Example: Item Business Value Time Criticality Risk Reduction CoD Job Size WSJF Feature A 5 3 2 10 5 2.0 Feature B 8 5 3 16 3 5.3 Feature C 2 1 1 4 2 2.0 Feature B has the highest WSJF score (5.3) and should be done first. ii) MoSCoW Method: MoSCoW categorizes requirements into four priority buckets: •​ Must Have (M): Non-negotiable requirements. The product cannot be released without these. •​ Should Have (S): I,Extra Trees,0.101079,0.898921,BM25,BM25,1.0,0.5,0.5,1.0,0.6309297535714575,0.6309297535714575,2,1.0,-0.5,11.31464198287262,4.473055438091607,6.61322507221023,0.5402720151007578,0.4451622738321018,0.0220330941259708,0.5384615384615384,0.7285714285714285,10.0,10.0,0.5,BM25,Worse,BM25-win-underweighted,Strong-BM25,0.5,True,False,0.5384615384615384,0.7285714285714285
sprint planning participating," their plan each day toward the Sprint Goal. •​ Holding each other accountable as professionals. •​ Estimating and committing to work during Sprint Planning. •​ Participating in Daily Scrum, Sprint Review, and Sprint Retrospective. Q7. Discuss Scrum Events: i) Sprint ii) Sprint Planning iii) Daily Scrum iv) Sprint Retrospective i) Sprint: The Sprint is the core event — a fixed-length container for all other Scrum events. Duration: 1–4 weeks. Each Sprint starts immediately after the conclusion of",Extra Trees,0.277506,0.722494,BM25,BM25,1.0,0.3333333333333333,0.5,1.0,0.5,0.6309297535714575,2,1.0,-0.5,6.941750819201651,3.283442240532773,3.4629394682062467,0.6654242295544027,0.5892825825175614,0.0315286758492124,0.1764705882352941,0.7333333333333334,10.0,10.0,0.5,BM25,Worse,BM25-win-underweighted,Strong-BM25,0.5,True,False,0.1764705882352941,0.7333333333333334
sprint activity select," to browse and add products to cart.' Activity 2: Review Team Capacity The Scrum Master shares capacity data. The team identifies who is available, accounts for leaves, and determines total hours/story points available for the sprint. Activity 3: Select Product Backlog Items (PBIs) The team reviews the top of the Product Backlog. Items that are estimated, refined, and align with the Sprint Goal are selected. The team selects items until capacity is filled. Activity 4: Decompose Selected Items in",Extra Trees,0.063687,0.936313,BM25,BM25,1.0,0.5,0.5,1.0,0.6309297535714575,0.6309297535714575,2,1.0,-0.5,9.614690230263534,3.1598592912569803,2.186006169501796,0.562504182600783,0.5067157188931526,0.0171903997895399,0.3333333333333333,0.84,10.0,10.0,0.5,BM25,Worse,BM25-win-underweighted,Strong-BM25,0.5,True,False,0.3333333333333333,0.84
planning sprint planning," the previous one. During a Sprint, no changes are made that would endanger the Sprint Goal, quality doesn't decrease, and the Product Backlog is refined as needed. A Sprint can be cancelled by the Product Owner if the Sprint Goal becomes obsolete. ii) Sprint Planning: Sprint Planning initiates the Sprint by laying out the work to be performed. It is time-boxed to a maximum of 8 hours for a one-month Sprint. Three topics addressed in Sprint Planning: 5.​ Why is this Sprint valuable? – The PO pro",Extra Trees,0.317252,0.682748,Dense,Dense,0.0,1.0,0.5,0.0,1.0,0.6309297535714575,2,1.0,-0.5,6.957622701990809,5.587421805391952,0.5336229800936918,0.6379288435411915,0.5803737189867985,0.0020870987505394,0.1764705882352941,0.5666666666666667,10.0,10.0,0.5,Dense,Worse,Dense-win-correct,Mixed,0.5,False,False,0.1764705882352941,0.5666666666666667
defines sprint,"defines the Sprint Goal, and decomposes stories into tasks. •​ Capacity Planning: Team assesses availability, identifies leaves, and calculates total sprint capacity. •​ Risk Assessment: Technical risks, dependencies, and unclear requirements are surfaced and noted. •​ Environment Setup: Necessary tools, environments, and access are prepared before coding begins. ii) Execution and Collaboration: During the sprint, the team works together daily to deliver the Sprint Backlog items. •​ Daily Scrum:",Extra Trees,0.217325,0.782675,BM25,BM25,1.0,0.5,0.5,1.0,0.6309297535714575,0.6309297535714575,2,1.0,-0.5,3.6680674744828767,1.7848480520636607,0.0,0.6322962770224788,0.5574777098876844,0.0436742845186555,0.25,0.825,10.0,10.0,0.5,BM25,Worse,BM25-win-underweighted,Mixed,0.5,False,False,0.25,0.825
managing product backlog,"oduct resulting from the work of the Scrum Team. The PO is the sole person responsible for managing the Product Backlog. Key Responsibilities: •​ Developing and explicitly communicating the Product Goal. •​ Creating and clearly communicating Product Backlog items (User Stories). •​ Ordering (prioritizing) the Product Backlog to best achieve goals. •​ Ensuring the Product Backlog is transparent, visible, and understood. •​ Acting as the voice of the customer and stakeholders. •​ Accepting or reje",Extra Trees,0.295738,0.704262,BM25,BM25,1.0,0.3333333333333333,0.5,1.0,0.5,0.6309297535714575,2,1.0,-0.5,5.954914351819138,3.32475480978069,0.4843833289392769,0.6426004649246623,0.5323502557131705,0.0919937206450061,0.4285714285714285,0.75,10.0,10.0,0.5,BM25,Worse,BM25-win-underweighted,Mixed,0.5,False,False,0.4285714285714285,0.75
sprint team ahead,"sprint. •​ This is a 'back-loaded' burndown pattern — risky because problems are not identified early. Q35. Burndown: 40 hrs, 4-day Sprint. Is team ahead or behind? Given Data: Total Work: 40 hours | Sprint Duration: 4 days Daily Completed Work: Day1=5, Day2=5, Day3=15, Day4=15 Ideal Burndown Rate: 40 / 4 = 10 hours/day Day Work Done (hrs) Actual Remaining (hrs) Ideal Remaining (hrs) Status 0 0 40 40 — 1 5 35 30 Behind by 5 hrs 2 5 30 20 Behind by 10 hrs 3 15 15 10 Behind by 5 hrs 4 15 0 0 Sprin",Extra Trees,0.146794,0.853206,BM25,BM25,0.5,0.1666666666666666,0.2,0.6309297535714575,0.3562071871080222,0.3868528072345416,5,0.5,-0.3,5.905207216863728,2.7516681001669387,1.1148368134063542,0.5623310296950668,0.5360536915549545,0.0075711990538507,0.1111111111111111,0.75,10.0,10.0,0.3,BM25,Worse,BM25-win-underweighted,Mixed,0.3,False,False,0.1111111111111111,0.75
daily scrum integration,"day. Days to finish = 30 / 8 = 3.75 days. If only 3 days remain in the sprint, the team needs to increase output or reduce scope. Method 3: Scope Adjustment If the burndown clearly shows the team will not finish all sprint items on time, the Scrum Master and team can: de-scope lower-priority items back to the Product Backlog, increase team focus by removing impediments, ask the Product Owner to adjust scope of existing items. Daily Scrum Integration: The burndown chart is reviewed at every Daily",Extra Trees,0.218158,0.781842,BM25,BM25,0.3333333333333333,0.0,0.1111111111111111,0.5,0.0,0.3010299956639812,9,0.3333333333333333,-0.2222222222222222,4.800571930649803,3.4261079470879645,1.0933390076255587,0.5912975319276115,0.532235917627145,0.0339850582511268,0.1111111111111111,0.4499999999999999,10.0,10.0,0.2222222222222222,BM25,Worse,BM25-win-underweighted,Mixed,0.2222222222222222,False,False,0.1111111111111111,0.4499999999999999
model agile,"allows the Product Owner to continuously reprioritize the backlog based on the product's stage, market feedback, and business strategy, ensuring the team always works on the most valuable items at any given lifecycle phase. UNIT 2: Model Selection & Scenario-Based Questions Q10. Gaming company – continuous improvement based on player feedback. Which model? Recommended Model: Agile Scrum (Iterative & Incremental) Justification: A gaming company that wants to continuously improve graphics, gamepla",Extra Trees,0.174863,0.825137,BM25,BM25,0.3333333333333333,0.1,0.125,0.5,0.2890648263178879,0.3154648767857287,8,0.3333333333333333,-0.2083333333333333,4.5451768758528495,3.388767598251216,0.0228965173392206,0.5660881239770005,0.537643609975317,0.0134459357357981,0.3333333333333333,0.74,10.0,10.0,0.2083333333333333,BM25,Worse,BM25-win-underweighted,Mixed,0.20833333333333331,False,False,0.3333333333333333,0.74
concept spike,"k-In-Progress (WIP) limits are set for each column to prevent overloading. •​ Lead Time: Time from card creation to completion — tracks delivery speed. •​ Cycle Time: Time from when work starts to when it's done — tracks team efficiency. •​ Cumulative Flow Diagram: Shows how many items are in each stage over time, revealing bottlenecks. Q21. Explain Spike for New Technology with example (complex requirement, proof of concept) What is a Spike? A Spike is a special type of user story or task in Ag",Extra Trees,0.074076,0.925924,Tie,BM25,0.5,0.5,0.3333333333333333,0.6309297535714575,0.6309297535714575,0.5,3,0.5,-0.1666666666666666,10.051236956756778,1.9401342983408525,4.653237601164019,0.5610997936094375,0.455028038327459,0.0276024796163332,0.1764705882352941,0.8666666666666667,10.0,10.0,0.1666666666666666,Tie,Worse,Tie-Dense-heavy,Mixed,0.16666666666666669,False,False,0.1764705882352941,0.8666666666666667
sprint goal achieved,"ts Sprint 2 dates, goal, and team capacity. Product Owner reports: 'Sprint Goal achieved.' 43.​ Demo of Completed Features (20 min): •​ Book Search by Title, Author, Genre — demonstrated live. •​ Book Reservation System — member reserves a book, receives confirmation email. •​ Member Dashboard showing current reservations and due dates. 44.​ Stakeholder Feedback (15 min): •​ Library Director: 'Can we add a waitlist feature for popular books?' •​ Librarian: 'The dashboard needs a return reminder ",Extra Trees,0.144341,0.855659,BM25,BM25,0.1111111111111111,0.0,0.0,0.3010299956639812,0.0,0.0,0,0.1111111111111111,-0.1111111111111111,3.3143005359649504,2.610148510842801,0.1278364970349748,0.6062530746792848,0.5658838831502265,0.0096532622233571,0.1764705882352941,0.8333333333333333,10.0,10.0,0.1111111111111111,BM25,Worse,BM25-win-underweighted,Mixed,0.1111111111111111,False,False,0.1764705882352941,0.8333333333333333
backlog key responsibilities,"oduct resulting from the work of the Scrum Team. The PO is the sole person responsible for managing the Product Backlog. Key Responsibilities: •​ Developing and explicitly communicating the Product Goal. •​ Creating and clearly communicating Product Backlog items (User Stories). •​ Ordering (prioritizing) the Product Backlog to best achieve goals. •​ Ensuring the Product Backlog is transparent, visible, and understood. •​ Acting as the voice of the customer and stakeholders. •​ Accepting or reje",Extra Trees,0.080419,0.919581,Dense,Dense,0.25,0.3333333333333333,0.25,0.430676558073393,0.5,0.430676558073393,4,0.3333333333333333,-0.0833333333333333,5.531251432960513,3.4924353328216355,1.352915095578313,0.5603186985731278,0.5076459844823186,0.0307699294228018,0.3333333333333333,0.6799999999999999,10.0,10.0,0.0833333333333333,Dense,Worse,Dense-win-correct,Mixed,0.08333333333333331,False,False,0.3333333333333333,0.6799999999999999
hours sprint,": 100 hours | Sprint Duration: 10 days Daily Completed: Day1=8, Day2=12, Day3=10, Day4=5, Day5=15, Day6=10, Day7=10, Day8=10, Day9=10, Day10=10 Ideal Burndown Rate: 100 / 10 = 10 hours/day Day Done (hrs) Actual Remaining Ideal Remaining Variance Status 0 0 100 100 0 Start 1 8 92 90 -2 Slightly Behind 2 12 80 80 0 On Track 3 10 70 70 0 On Track 4 5 65 60 -5 Behind 5 15 50 50 0 On Track 6 10 40 40 0 On Track 7 10 30 30 0 On Track Day Done (hrs) Actual Remaining Ideal Remaining Variance Status 8 10",Extra Trees,0.227508,0.772492,Dense,Dense,0.0,0.1111111111111111,0.1,0.0,0.3010299956639812,0.2890648263178879,10,0.1111111111111111,-0.0111111111111111,4.304605992981841,2.7564013038819297,0.9745781760735248,0.6019377431381703,0.5419375555953756,0.0392018697163898,0.25,0.6,10.0,10.0,0.0111111111111111,Dense,Worse,Dense-win-correct,Mixed,0.0111111111111111,False,False,0.25,0.6
edit delete restaurant,"pdate): Edit restaurant details •​ Slice 4 (Delete): Remove a restaurant from the platform Comparison Table: Parameter By Data Variation By Operation (CRUD) Basis of slicing Different types/categories of data Different actions on the same data Example Pay by Card, Pay by UPI Add, View, Edit, Delete restaurant Best for Features with multiple data categories Admin panels, management systems Delivery order Most used data type first Create → Read → Update → Delete Q30. Explain three important inputs",Extra Trees,0.003917,0.996083,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,17.644793116652984,2.998421174010954,12.603480954516268,0.5500622135730604,0.4171369499900906,0.110652260443725,0.25,0.775,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.25,0.775
voting dot voting,"Method of effort estimation 1. Dot Voting: Dot Voting is a democratic estimation/prioritization technique where team members use physical or virtual dots to vote on items. Process: Each participant is given a fixed number of dots (e.g., 5). They distribute their dots among the backlog items based on priority or effort. Items with the most dots are prioritized first. Use Case: More commonly used for prioritization than effort estimation. Useful in backlog refinement sessions to quickly surface co",Extra Trees,0.008396,0.991604,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,14.07555989677315,3.0659006388855445,1.3765269819972925,0.6023487889559584,0.4017620337893473,0.1985533484137526,0.1764705882352941,0.9666666666666668,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.1764705882352941,0.9666666666666668
kanban backlog,helps forecast future sprints. Example Trace: Backlog Item Story Points Status Login Feature 5 Done User Profile Page 8 In Progress Password Reset 3 To Do Email Notification 5 To Do Tracing Sprint Backlog with Kanban: Kanban is a visual workflow management method. A Kanban board has columns representing workflow stages: •​ To Do → In Progress → In Review → Done Tracing with Kanban: •​ Each backlog item is represented as a card on the board. •​ Cards move across columns as work progresses. •​ Wor,Extra Trees,0.003292,0.996708,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,6.621914015516236,2.5905033909972133,0.954097968900327,0.6326212209881087,0.4721162575890412,0.1401353137648363,0.3333333333333333,0.7,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.3333333333333333,0.7
stories sprint goals," 20 20 0 On Track 9 10 10 10 0 On Track 10 10 0 0 0 Sprint Complete Analysis: •​ Day 4 was the only problematic day (5 hrs vs ideal 10 hrs, 5-hr deficit). •​ Day 5 compensated by delivering 15 hrs (5 hrs extra). •​ Days 6–10 were perfectly on track. •​ Sprint completed exactly on time — a very well-managed sprint overall. •​ This burndown shows a healthy, consistent team with one minor disruption that was quickly corrected. UNIT 5: User Stories, Sprint Goals & Backlog Items Q38. User Story: 'Lau",Extra Trees,0.166596,0.833404,BM25,BM25,0.5,0.3333333333333333,0.5,0.6309297535714575,0.5,0.6309297535714575,2,0.5,0.0,4.1783363373822,3.02894022814873,0.2661609948586907,0.6135156223230802,0.5772330657416946,0.0016752987393153,0.25,0.825,10.0,10.0,0.0,BM25,Equal,BM25-win-underweighted,Mixed,0.0,False,False,0.25,0.825
prioritization captain adjusts,"oing. Similarly, the Product Owner defines and communicates the Product Goal and long-term vision to the team. •​ Navigation (Backlog Prioritization): The captain adjusts the route based on weather and obstacles. The Product Owner continuously prioritizes and re-prioritizes the Product Backlog based on market conditions, stakeholder feedback, and business priorities. •​ Cargo Management (Maximizing Value): The captain ensures the ship carries the most valuable cargo. The PO ensures the team work",Extra Trees,0.105695,0.894305,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,10.32889862574964,4.5633310766995,5.079331524234573,0.5469251998384901,0.4606886084626191,0.0345573889249122,0.4285714285714285,0.9166666666666666,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.4285714285714285,0.9166666666666666
spike time," Characteristics of a Spike: •​ Time-boxed: Has a fixed time limit (e.g., 2 days, 1 sprint). •​ Output is knowledge, not working code (though a PoC may be produced). •​ Results are shared with the team to inform future planning. Q22. Explain 3-5-3 Rule of Project Organization in Detail What is the 3-5-3 Rule? The 3-5-3 rule is a structural framework in Scrum that defines the number of roles, events, and artifacts in the Scrum framework. It helps teams and organizations remember the core componen",Extra Trees,0.084281,0.915719,Dense,Dense,0.0,0.5,0.5,0.0,0.6309297535714575,0.6309297535714575,2,0.5,0.0,8.44557502559774,3.6281902834762767,2.262207596142251,0.5450621761511582,0.4552645783083642,0.0391606608242011,0.25,0.85,10.0,10.0,0.0,Dense,Equal,Dense-win-correct,Mixed,0.0,False,False,0.25,0.85
burndown chart just,he Chart: •​ Actual line ABOVE ideal: Team is behind schedule. •​ Actual line BELOW ideal: Team is ahead of schedule. •​ Flat segments: Days when no work was completed. •​ Steep drops: High-productivity days. Q42. Justify how burndown helps to calculate 'Day to finish Sprint on time' Forecasting Sprint Completion with Burndown: The Sprint Burndown Chart is not just a reporting tool — it is a forecasting and early warning system. Here is how it helps calculate whether the team will finish on time,Extra Trees,0.118844,0.881156,Tie,BM25,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,9.7883071254271,5.110432347046136,3.254868100857053,0.5814251792848953,0.5012575236152103,0.0163989468391877,0.4285714285714285,0.7666666666666666,10.0,10.0,0.0,Tie,Equal,Tie-Dense-heavy,Mixed,0.0,False,False,0.4285714285714285,0.7666666666666666
